MYID,SBBMNUM,newLONGITUDE,newLATITUDE,TureKmlID
,0.0,104.6868394,31.4587076,371
524.0,0.0,104.6923218,31.4586581,372
,0.0,104.6923218,31.4586581,372
,0.0,104.6923218,31.4586581,372
,0.0,104.7228347,31.4587661,373
566.0,0.0,104.7097943,31.4588988,374
684.0,2.0,104.7097943,31.4588988,374
523.0,0.0,104.7029151,31.4588281,375
,0.0,104.6539925,31.4588288,376
,0.0,104.7246599,31.458853,377
182.0,0.0,104.7482298,31.4588608,378
665.0,2.0,104.7482298,31.4588608,378
,0.0,104.7604947,31.4584911,379
,0.0,104.7604947,31.4584911,379
,0.0,104.7604947,31.4584911,379
,0.0,104.7604947,31.4584911,379
,0.0,104.6147681,31.4588965,380
,0.0,104.6147681,31.4588965,380
,0.0,104.6147681,31.4588965,380
,0.0,104.6147681,31.4588965,380
,0.0,104.6147681,31.4588965,380
303.0,0.0,104.6147681,31.4588965,380
453.0,0.0,104.7329261,31.4589732,381
,0.0,104.7189331,31.4588135,382
,0.0,104.7189331,31.4588135,382
574.0,4.0,104.621844,31.4592602,383
,0.0,104.621844,31.4592602,383
,0.0,104.7202776,31.4590532,384
,0.0,104.7202776,31.4590532,384
,0.0,104.745999,31.459017,385
,0.0,104.745999,31.459017,385
,0.0,104.745999,31.459017,385
575.0,5.0,104.7118177,31.4596384,386
,0.0,104.7118177,31.4596384,386
335.0,0.0,104.7118177,31.4596384,386
,0.0,104.6219992,31.4592982,387
656.0,2.0,104.6219992,31.4592982,387
,0.0,104.6219992,31.4592982,387
,0.0,104.6219992,31.4592982,387
,0.0,104.6219992,31.4592982,387
,0.0,104.6219992,31.4592982,387
,0.0,104.6219992,31.4592982,387
,0.0,104.6219992,31.4592982,387
450.0,0.0,104.7598143,31.459383,388
708.0,1.0,104.7497668,31.4594534,389
352.0,0.0,104.7010048,31.4594628,390
,0.0,104.7135792,31.4594438,391
579.0,0.0,104.7135792,31.4594438,391
,0.0,104.7370215,31.4596174,392
,0.0,104.7370215,31.4596174,392
,0.0,104.7370215,31.4596174,392
,0.0,104.7370215,31.4596174,392
,0.0,104.7370215,31.4596174,392
,0.0,104.7370215,31.4596174,392
564.0,0.0,104.7148159,31.4596328,393
,0.0,104.7148159,31.4596328,393
,0.0,104.7148159,31.4596328,393
,0.0,104.7037511,31.4596055,394
738.0,0.0,104.7037511,31.4596055,394
,0.0,104.7037511,31.4596055,394
,0.0,104.7037511,31.4596055,394
,0.0,104.7219634,31.4597274,395
654.0,1.0,104.6983982,31.45983,396
,0.0,104.7071595,31.4599795,397
,0.0,104.7022499,31.4600448,398
232.0,0.0,104.7166895,31.4600877,399
743.0,1.0,104.7573616,31.460119,400
149.0,0.0,104.7573616,31.460119,400
,0.0,104.7573616,31.460119,400
,0.0,104.7573616,31.460119,400
212.0,4.0,104.6266459,31.4602092,401
,0.0,104.6266459,31.4602092,401
,0.0,104.6266459,31.4602092,401
150.0,0.0,104.7562379,31.4602273,402
,0.0,104.6514971,31.4602467,403
,0.0,104.6266459,31.4602092,404
,0.0,104.6329252,31.4602973,405
,0.0,104.6230911,31.4602679,406
,0.0,104.6230911,31.4602679,406
,0.0,104.7584882,31.4606591,407
436.0,1.0,104.7584882,31.4606591,407
,0.0,104.7280585,31.4621261,408
,0.0,104.7280585,31.4621261,408
,0.0,104.7280585,31.4621261,408
,0.0,104.7280585,31.4621261,408
,0.0,104.7280585,31.4621261,408
210.0,0.0,104.7280585,31.4621261,408
,0.0,104.7280585,31.4621261,408
,0.0,104.7280585,31.4621261,408
,0.0,104.7280585,31.4621261,408
,0.0,104.7280585,31.4621261,408
521.0,1.0,104.7280585,31.4621261,408
,0.0,104.7280585,31.4621261,408
,0.0,104.7531982,31.4604576,409
213.0,4.0,104.7531982,31.4604576,409
530.0,0.0,104.7367586,31.4605042,410
233.0,6.0,104.7182371,31.4605423,411
152.0,1.0,104.7514449,31.4605948,412
155.0,0.0,104.7493505,31.4607177,413
154.0,0.0,104.7493505,31.4607177,413
624.0,1.0,104.747897,31.460803,414
,0.0,104.747897,31.460803,414
,0.0,104.6731626,31.4608699,415
,0.0,104.7251775,31.4608757,416
234.0,0.0,104.7194657,31.4609032,417
359.0,0.0,104.6647012,31.4609998,418
,0.0,104.71587,31.4610152,419
687.0,1.0,104.746168,31.4610293,420
,0.0,104.7346441,31.4611976,421
,0.0,104.6835204,31.4612194,422
157.0,0.0,104.7303057,31.4613065,423
,0.0,104.6771353,31.4613795,424
,0.0,104.7072927,31.46138,425
,0.0,104.6528598,31.4614238,426
,0.0,104.6528598,31.4614238,426
,0.0,104.7324167,31.4613601,427
271.0,4.0,104.7324167,31.4613601,427
,0.0,104.7324167,31.4613601,427
,0.0,104.7042347,31.4615106,428
462.0,0.0,104.7324167,31.4613601,429
,0.0,104.7324167,31.4613601,429
,0.0,104.6309859,31.4615509,430
266.0,0.0,104.6309859,31.4615509,430
,0.0,104.6309859,31.4615509,430
,0.0,104.6309859,31.4615509,430
,0.0,104.7012954,31.4616362,431
710.0,2.0,104.7220722,31.4614365,432
,0.0,104.7220722,31.4614365,432
,0.0,104.7376809,31.461737,433
269.0,3.0,104.7220286,31.4615387,434
,0.0,104.6443558,31.4617767,435
,0.0,104.6443558,31.4617767,435
192.0,2.0,104.6443558,31.4617767,435
,0.0,104.7570216,31.4614542,436
,0.0,104.7570216,31.4614542,436
,0.0,104.7570216,31.4614542,436
,0.0,104.6143816,31.4618111,437
,0.0,104.6443558,31.4617767,438
375.0,0.0,104.6409,31.4618245,439
,0.0,104.6409,31.4618245,439
265.0,0.0,104.6409,31.4618245,439
,0.0,104.6409,31.4618245,439
,0.0,104.6409,31.4618245,439
520.0,1.0,104.7404594,31.4619546,440
,0.0,104.7231891,31.4616167,441
,0.0,104.7231891,31.4616167,441
,0.0,104.7090904,31.4616378,442
,0.0,104.7090904,31.4616378,442
,0.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
700.0,3.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
,0.0,104.6360746,31.4631301,443
208.0,0.0,104.7533599,31.4619858,444
327.0,2.0,104.7533599,31.4619858,444
,0.0,104.7533599,31.4619858,444
,0.0,104.7671189,31.4619271,445
,0.0,104.7671189,31.4619271,445
,0.0,104.7363897,31.462136,446
,0.0,104.7363897,31.462136,446
38.0,2.0,104.7363897,31.462136,446
,0.0,104.7363897,31.462136,447
,0.0,104.7363897,31.462136,447
,0.0,104.7363897,31.462136,447
,0.0,104.7363897,31.462136,447
,0.0,104.7363897,31.462136,447
451.0,0.0,104.7363897,31.462136,447
,0.0,104.7363897,31.462136,447
,0.0,104.7363897,31.462136,447
,0.0,104.7363897,31.462136,447
,0.0,104.6835139,31.462242,448
,0.0,104.7239624,31.4622583,449
,0.0,104.7515528,31.4620363,450
,0.0,104.7515528,31.4620363,450
,0.0,104.6295095,31.4622028,451
,0.0,104.6295095,31.4622028,451
,0.0,104.6295095,31.4622028,451
305.0,0.0,104.705531,31.4623161,452
,0.0,104.6268823,31.4622386,453
,0.0,104.6268823,31.4622386,453
267.0,0.0,104.627483,31.4621897,453
,0.0,104.6268823,31.4622386,453
,0.0,104.627483,31.4621897,453
,0.0,104.627483,31.4621897,453
,0.0,104.6277739,31.4621644,453
,0.0,104.627483,31.4621897,453
,0.0,104.627483,31.4621897,453
,0.0,104.6268823,31.4622386,453
,0.0,104.627483,31.4621897,453
,0.0,104.627483,31.4621897,453
,0.0,104.627483,31.4621897,453
,0.0,104.7280585,31.4621261,454
,0.0,104.7495873,31.4624077,455
,0.0,104.7495873,31.4624077,455
,0.0,104.7495873,31.4624077,455
,0.0,104.6970522,31.4624964,456
374.0,0.0,104.6484053,31.4624577,457
,0.0,104.6484053,31.4624577,457
,0.0,104.6484053,31.4624577,457
,0.0,104.6323001,31.462219,458
,0.0,104.6323001,31.462219,458
,0.0,104.6323001,31.462219,458
448.0,0.0,104.6925684,31.4621578,459
,0.0,104.6925684,31.4621578,459
,0.0,104.6925684,31.4621578,459
180.0,0.0,104.7479587,31.4625463,460
474.0,0.0,104.7565332,31.4625749,461
156.0,0.0,104.7384984,31.4626222,462
235.0,0.0,104.7252047,31.4626347,463
,0.0,104.7297998,31.4626819,464
,0.0,104.6771216,31.462702,465
,0.0,104.7177308,31.4627174,466
786.0,2.0,104.7627456,31.4627998,467
,0.0,104.7627456,31.4627998,467
527.0,0.0,104.7627456,31.4627998,467
,0.0,104.7543393,31.462753,468
,0.0,104.7543393,31.462753,468
,0.0,104.7317243,31.4629697,469
497.0,0.0,104.7317243,31.4629697,469
,0.0,104.6442021,31.462954,470
,0.0,104.6442021,31.462954,470
,0.0,104.6678749,31.4629853,471
,0.0,104.6678749,31.4629853,471
,0.0,104.6503466,31.4629954,472
,0.0,104.6503466,31.4629954,472
214.0,3.0,104.7405043,31.463527,473
439.0,0.0,104.7405043,31.463527,473
,0.0,104.6790267,31.4631043,474
,0.0,104.6408919,31.4631249,475
,0.0,104.7706445,31.4631428,476
,0.0,104.6256247,31.4629782,477
,0.0,104.6256247,31.4629782,477
,0.0,104.6256247,31.4629782,477
,0.0,104.6360746,31.4631301,478
,0.0,104.6360746,31.4631301,478
,0.0,104.6360746,31.4631301,478
,0.0,104.6360746,31.4631301,478
,0.0,104.6360746,31.4631301,478
,0.0,104.6360746,31.4631301,478
,0.0,104.6360746,31.4631301,478
,0.0,104.6360746,31.4631301,478
,0.0,104.6360746,31.4631301,478
,0.0,104.6360746,31.4631301,478
,0.0,104.6360746,31.4631301,478
,0.0,104.6360746,31.4631301,478
,0.0,104.7271958,31.4633226,479
,0.0,104.7271958,31.4633226,479
,0.0,104.7271958,31.4633226,479
147.0,6.0,104.7271958,31.4633226,479
,0.0,104.6849087,31.4632074,480
481.0,0.0,104.6849087,31.4632074,480
,0.0,104.7199191,31.4632892,481
,0.0,104.6817146,31.463355,482
,0.0,104.7523847,31.4641177,483
509.0,0.0,104.7519292,31.4639811,483
,0.0,104.7523847,31.4641177,483
,0.0,104.7519292,31.4639811,483
325.0,3.0,104.7523847,31.4641177,483
,0.0,104.6728252,31.4635218,484
,0.0,104.6728252,31.4635218,484
538.0,1.0,104.6728252,31.4635218,484
407.0,0.0,104.7555534,31.4635977,485
,0.0,104.6779432,31.4635552,486
341.0,0.0,104.6779432,31.4635552,486
,0.0,104.614025,31.4635907,487
,0.0,104.614025,31.4635907,487
,0.0,104.614025,31.4635907,487
707.0,1.0,104.749528,31.4636411,488
,0.0,104.749528,31.4636411,488
663.0,1.0,104.7474158,31.4636577,489
,0.0,104.7474158,31.4636577,489
,0.0,104.7474158,31.4636577,489
,0.0,104.7664898,31.4633798,490
,0.0,104.7664898,31.4633798,490
,0.0,104.6304574,31.4636324,491
,0.0,104.6304574,31.4636324,491
,0.0,104.6304574,31.4636324,491
,0.0,104.6304574,31.4636324,491
,0.0,104.7615911,31.4637513,492
,0.0,104.7212912,31.4633913,493
,0.0,104.7212912,31.4633913,493
685.0,2.0,104.7293281,31.4639452,494
250.0,0.0,104.7293281,31.4639452,494
,0.0,104.7358576,31.4638165,495
,0.0,104.7358576,31.4638165,495
,0.0,104.7358576,31.4638165,495
,0.0,104.7358576,31.4638165,495
,0.0,104.763593,31.4639086,496
,0.0,104.763593,31.4639086,496
,0.0,104.763593,31.4639086,496
,0.0,104.7636466,31.4638738,496
533.0,0.0,104.763593,31.4639086,496
,0.0,104.763593,31.4639086,496
,0.0,104.7383197,31.4639542,497
,0.0,104.6286849,31.4640124,498
,0.0,104.6979322,31.4641521,499
,0.0,104.7519292,31.4639811,500
,0.0,104.7519292,31.4639811,500
,0.0,104.7519292,31.4639811,500
,0.0,104.7678811,31.464211,501
,0.0,104.7652253,31.4642233,502
415.0,0.0,104.6620267,31.4643144,503
,0.0,104.7528401,31.4642544,504
,0.0,104.7528401,31.4642544,504
,0.0,104.6528536,31.4643877,505
,0.0,104.6528536,31.4643877,505
,0.0,104.6528536,31.4643877,505
,0.0,104.6528536,31.4643877,505
,0.0,104.6528536,31.4643877,505
472.0,0.0,104.6528536,31.4643877,505
,0.0,104.6528536,31.4643877,505
,0.0,104.6528536,31.4643877,505
709.0,6.0,104.6209012,31.464642,506
,0.0,104.6209012,31.464642,506
,0.0,104.6276156,31.4646462,507
,0.0,104.7503403,31.4647267,508
237.0,1.0,104.7503403,31.4647267,508
324.0,0.0,104.7316149,31.4646312,509
,0.0,104.7316149,31.4646312,509
362.0,0.0,104.7316149,31.4646312,509
255.0,0.0,104.7316149,31.4646312,509
,0.0,104.7316149,31.4646312,509
706.0,4.0,104.6967044,31.4650774,510
,0.0,104.6967044,31.4650774,510
,0.0,104.6311484,31.4647736,511
406.0,1.0,104.7540192,31.4649117,512
,0.0,104.7329155,31.4649028,513
,0.0,104.7329155,31.4649028,513
540.0,0.0,104.6725672,31.464984,514
,0.0,104.7233003,31.4646812,515
382.0,0.0,104.7233003,31.4646812,515
,0.0,104.6969154,31.4651284,516
,0.0,104.6969154,31.4651284,516
,0.0,104.6969154,31.4651284,516
731.0,1.0,104.6969154,31.4651284,516
,0.0,104.6969154,31.4651284,516
,0.0,104.6248615,31.4649243,517
,0.0,104.6248615,31.4649243,517
,0.0,104.6248615,31.4649243,517
,0.0,104.6518085,31.4652629,518
201.0,0.0,104.7373817,31.4653596,519
,0.0,104.7373817,31.4653596,519
216.0,2.0,104.7373817,31.4653596,519
,0.0,104.7373817,31.4653596,519
528.0,0.0,104.7595018,31.4653401,520
460.0,6.0,104.7406819,31.4655495,521
,0.0,104.7406819,31.4655495,521
,0.0,104.7406819,31.4655495,521
,0.0,104.7406819,31.4655495,521
,0.0,104.7406819,31.4655495,521
300.0,0.0,104.7479105,31.466118,522
,0.0,104.7479105,31.466118,522
,0.0,104.7479105,31.466118,522
,0.0,104.7479105,31.466118,522
239.0,6.0,104.7479105,31.466118,522
178.0,0.0,104.7479105,31.466118,522
177.0,0.0,104.7479105,31.466118,522
,0.0,104.7479105,31.466118,522
483.0,0.0,104.6783836,31.4654279,523
202.0,4.0,104.7429271,31.4654325,524
,0.0,104.7258887,31.4653094,525
,0.0,104.7258887,31.4653094,525
,0.0,104.7258887,31.4653094,525
404.0,0.0,104.7258887,31.4653094,525
,0.0,104.7258887,31.4653094,525
,0.0,104.7258887,31.4653094,525
,0.0,104.6442816,31.4654584,526
,0.0,104.7649046,31.4654102,527
,0.0,104.7649046,31.4654102,527
,0.0,104.6629447,31.465611,528
277.0,2.0,104.7723748,31.4656126,529
,0.0,104.7406819,31.4655495,530
,0.0,104.7406819,31.4655495,530
,0.0,104.7630875,31.4653819,531
,0.0,104.7630875,31.4653819,531
,0.0,104.6934298,31.4657888,532
292.0,4.0,104.6934298,31.4657888,532
,0.0,104.625738,31.4655536,533
,0.0,104.625738,31.4655536,533
,0.0,104.7505506,31.4657982,534
525.0,0.0,104.659203,31.4658714,535
,0.0,104.7354984,31.4657849,536
,0.0,104.7354984,31.4657849,536
,0.0,104.7354984,31.4657849,536
,0.0,104.7354984,31.4657849,536
,0.0,104.7354984,31.4657849,536
,0.0,104.7354984,31.4657849,536
,0.0,104.7354984,31.4657849,536
,0.0,104.7354984,31.4657849,536
40.0,0.0,104.7354984,31.4657849,536
,0.0,104.7354984,31.4657849,536
,0.0,104.7354984,31.4657849,536
,0.0,104.7354984,31.4657849,536
,0.0,104.7354984,31.4657849,536
,0.0,104.7354984,31.4657849,536
,0.0,104.7354984,31.4657849,536
,0.0,104.7354984,31.4657849,536
,0.0,104.7354984,31.4657849,536
,0.0,104.7354984,31.4657849,536
22.0,0.0,104.7354984,31.4657849,536
,0.0,104.7354984,31.4657849,536
,0.0,104.7132246,31.466078,537
,0.0,104.6669997,31.4662184,538
262.0,0.0,104.6914858,31.4662345,539
,0.0,104.6318346,31.4663547,540
,0.0,104.7479105,31.466118,541
,0.0,104.7479105,31.466118,541
,0.0,104.7479105,31.466118,541
,0.0,104.7479105,31.466118,541
,0.0,104.7479105,31.466118,541
,0.0,104.7479105,31.466118,541
252.0,0.0,104.7479105,31.466118,541
,0.0,104.6287502,31.4661277,542
,0.0,104.6287502,31.4661277,542
,0.0,104.6287502,31.4661277,542
,0.0,104.6287502,31.4661277,542
473.0,1.0,104.7520063,31.4664091,543
,0.0,104.7270882,31.4663228,544
,0.0,104.7270882,31.4663228,544
,0.0,104.7270882,31.4663228,544
,0.0,104.7270882,31.4663228,544
503.0,0.0,104.7270882,31.4663228,544
,0.0,104.66973,31.4664923,545
443.0,0.0,104.6723203,31.4667222,546
438.0,0.0,104.6788201,31.4667842,547
,0.0,104.7489363,31.4665102,548
,0.0,104.7489363,31.4665102,548
,0.0,104.7489363,31.4665102,548
467.0,2.0,104.7698005,31.4668743,549
,0.0,104.7698005,31.4668743,549
496.0,3.0,104.7301992,31.4668558,550
,0.0,104.6243621,31.4667293,551
,0.0,104.6243621,31.4667293,551
,0.0,104.7584811,31.4666539,552
,0.0,104.7584811,31.4666539,552
,0.0,104.7613672,31.4670562,553
354.0,0.0,104.7573906,31.4670587,554
,0.0,104.7354933,31.4669867,555
,0.0,104.7354933,31.4669867,555
380.0,0.0,104.7354933,31.4669867,555
452.0,0.0,104.652245,31.4671132,556
413.0,0.0,104.740669,31.4671329,557
512.0,0.0,104.7314483,31.4673067,558
,0.0,104.6856626,31.4673085,559
273.0,4.0,104.6856626,31.4673085,559
,0.0,104.7735778,31.4673859,560
,0.0,104.7660729,31.4673517,561
,0.0,104.7660729,31.4673517,561
,0.0,104.715045,31.4675694,562
,0.0,104.6751384,31.4675937,563
176.0,0.0,104.7483837,31.4676471,564
,0.0,104.7483837,31.4676471,564
,0.0,104.6445571,31.4677231,565
,0.0,104.6445571,31.4677231,565
,0.0,104.7449594,31.4677748,566
,0.0,104.6205364,31.4678166,567
516.0,0.0,104.6939311,31.4679072,568
,0.0,104.6939311,31.4679072,568
,0.0,104.7609485,31.467938,569
,0.0,104.7589651,31.4680082,570
,0.0,104.7502187,31.4677793,571
,0.0,104.7502187,31.4677793,571
,0.0,104.7502187,31.4677793,571
387.0,0.0,104.7502187,31.4677793,571
,0.0,104.7502187,31.4677793,571
,0.0,104.6287015,31.4681049,572
,0.0,104.6521467,31.4681129,573
,0.0,104.6521467,31.4681129,573
,0.0,104.6696532,31.4681313,574
240.0,5.0,104.6792753,31.4681151,575
,0.0,104.6792753,31.4681151,575
,0.0,104.7182349,31.4679864,576
,0.0,104.7182349,31.4679864,576
323.0,0.0,104.7182349,31.4679864,576
,0.0,104.7182349,31.4679864,576
,0.0,104.7182349,31.4679864,576
,0.0,104.7158104,31.468281,577
,0.0,104.7284484,31.4679242,578
,0.0,104.7284484,31.4679242,578
508.0,0.0,104.7284484,31.4679242,578
578.0,0.0,104.7667192,31.4684869,579
397.0,0.0,104.7667192,31.4684869,579
,0.0,104.7667192,31.4684869,579
,0.0,104.6129638,31.4682646,580
,0.0,104.6129638,31.4682646,580
,0.0,104.6129638,31.4682646,580
,0.0,104.6580286,31.4686899,581
,0.0,104.7710738,31.4687003,582
,0.0,104.6255193,31.4684033,583
,0.0,104.6255193,31.4684033,583
,0.0,104.6255193,31.4684033,583
,0.0,104.6255193,31.4684033,583
,0.0,104.635152,31.468707,584
,0.0,104.7494353,31.4685773,585
,0.0,104.7494353,31.4685773,585
,0.0,104.6864904,31.468892,586
573.0,2.0,104.6596897,31.4688721,587
,0.0,104.6596897,31.4688721,587
,0.0,104.6628303,31.4691506,588
422.0,0.0,104.6362466,31.4691993,589
526.0,0.0,104.7549814,31.4690691,590
353.0,0.0,104.7549814,31.4690691,590
,0.0,104.7577784,31.4694383,591
,0.0,104.7139589,31.4692454,592
,0.0,104.7139589,31.4692454,592
,0.0,104.7139589,31.4692454,592
,0.0,104.7139589,31.4692454,592
,0.0,104.6202603,31.469445,593
,0.0,104.6202603,31.469445,593
,0.0,104.7716346,31.4694655,594
,0.0,104.6962107,31.4691283,595
,0.0,104.6962107,31.4691283,595
,0.0,104.694292,31.4695141,596
263.0,4.0,104.6732597,31.4699877,597
,0.0,104.6732597,31.4699877,597
,0.0,104.6732597,31.4699877,597
,0.0,104.6977056,31.4692453,598
,0.0,104.6977056,31.4692453,598
,0.0,104.7588512,31.4695707,599
565.0,3.0,104.740801,31.4695843,600
,0.0,104.7431196,31.4692912,601
,0.0,104.7431196,31.4692912,601
,0.0,104.7031649,31.4696561,602
,0.0,104.6664818,31.4696091,603
264.0,0.0,104.6664818,31.4696091,603
222.0,3.0,104.747951,31.470652,604
,0.0,104.747951,31.470652,604
,0.0,104.747951,31.470652,604
,0.0,104.747951,31.470652,604
,0.0,104.747951,31.470652,604
,0.0,104.747951,31.470652,604
,0.0,104.747951,31.470652,604
,0.0,104.747951,31.470652,604
203.0,0.0,104.728646,31.4696567,605
,0.0,104.728646,31.4696567,605
,0.0,104.728646,31.4696567,605
,0.0,104.728646,31.4696567,605
,0.0,104.728646,31.4696567,605
507.0,0.0,104.728646,31.4696567,605
259.0,0.0,104.7460806,31.4697032,606
257.0,0.0,104.7383274,31.4697154,607
306.0,0.0,104.6797102,31.4694169,608
,0.0,104.6797102,31.4694169,608
,0.0,104.7606372,31.4698486,609
405.0,0.0,104.7354769,31.4698275,610
,0.0,104.7354769,31.4698275,610
,0.0,104.7354769,31.4698275,610
,0.0,104.7354769,31.4698275,610
,0.0,104.7354769,31.4698275,610
,0.0,104.7354769,31.4698275,610
,0.0,104.7354769,31.4698275,610
,0.0,104.7354769,31.4698275,610
,0.0,104.7354769,31.4698275,610
,0.0,104.7354769,31.4698275,610
27.0,0.0,104.7354769,31.4698275,610
26.0,0.0,104.7354769,31.4698275,610
,0.0,104.7181879,31.4699615,611
,0.0,104.7156934,31.4699055,612
,0.0,104.7156934,31.4699055,612
,0.0,104.7156934,31.4699055,612
,0.0,104.7156934,31.4699055,612
,0.0,104.715644,31.4698969,612
,0.0,104.7156934,31.4699055,612
,0.0,104.7156934,31.4699055,612
,0.0,104.7156934,31.4699055,612
,0.0,104.7492816,31.4701158,613
270.0,5.0,104.7492816,31.4701158,613
,0.0,104.6903944,31.4701225,614
,0.0,104.6002133,31.4701346,615
,0.0,104.7675289,31.469813,616
,0.0,104.7675289,31.469813,616
,0.0,104.7675289,31.469813,616
480.0,0.0,104.7622966,31.4702154,617
,0.0,104.6223843,31.4703176,618
,0.0,104.7124411,31.4704526,619
,0.0,104.7124411,31.4704526,619
,0.0,104.6522604,31.4706184,620
,0.0,104.6522604,31.4706184,620
,0.0,104.6522604,31.4706184,620
,0.0,104.6522604,31.4706184,620
,0.0,104.6367707,31.4707359,621
,0.0,104.6870656,31.4707976,622
342.0,0.0,104.6858445,31.4708384,623
,0.0,104.6858445,31.4708384,623
261.0,0.0,104.7548958,31.4709603,624
,0.0,104.6454463,31.4709673,625
,0.0,104.6454463,31.4709673,625
557.0,0.0,104.7526381,31.4709698,626
,0.0,104.7526381,31.4709698,626
,0.0,104.747951,31.470652,627
,0.0,104.747951,31.470652,627
,0.0,104.747951,31.470652,627
356.0,0.0,104.6841483,31.4710758,628
204.0,0.0,104.7562259,31.4711101,629
,0.0,104.7677032,31.4711142,630
,0.0,104.7581004,31.4710907,631
190.0,3.0,104.7581004,31.4710907,631
,0.0,104.7609001,31.4715756,632
,0.0,104.7609001,31.4715756,632
,0.0,104.7609001,31.4715756,632
,0.0,104.7609001,31.4715756,632
280.0,2.0,104.7609001,31.4715756,632
291.0,0.0,104.7609001,31.4715756,632
,0.0,104.6195889,31.4711948,633
,0.0,104.6195889,31.4711948,633
494.0,0.0,104.6736303,31.4712732,634
,0.0,104.6257823,31.4713816,635
,0.0,104.6815828,31.4713979,636
,0.0,104.7027629,31.4714026,637
,0.0,104.7145336,31.4715319,638
482.0,0.0,104.6803706,31.471571,639
,0.0,104.7476023,31.4716288,640
,0.0,104.7609001,31.4715756,641
,0.0,104.6379978,31.4720283,642
,0.0,104.7643612,31.4718308,643
,0.0,104.7643612,31.4718308,643
,0.0,104.7125435,31.4719627,644
,0.0,104.7125435,31.4719627,644
,0.0,104.7125435,31.4719627,644
,0.0,104.7125435,31.4719627,644
,0.0,104.7294888,31.4720008,645
,0.0,104.7294888,31.4720008,645
400.0,0.0,104.7294888,31.4720008,645
421.0,0.0,104.6600508,31.4725063,646
,0.0,104.6335979,31.4726152,647
,0.0,104.6883332,31.4726312,648
,0.0,104.7660331,31.4727366,649
401.0,0.0,104.7660331,31.4727366,649
,0.0,104.6256033,31.4728496,650
256.0,0.0,104.7244409,31.4729008,651
384.0,4.0,104.6741087,31.4729151,652
,0.0,104.7353523,31.4727899,653
33.0,0.0,104.7353523,31.4727899,653
,0.0,104.7353523,31.4727899,653
34.0,0.0,104.7353523,31.4727899,653
,0.0,104.6310707,31.4729522,654
